Track,Album Name,Artist,Release Date,ISRC,Spotify Streams,Spotify Playlist Count
Lucky You (feat. Joyner Lucas),Kamikaze,Eminem,8/31/18,USUM71813334,"709,560,621","98,164"
Casanova,Casanova,Soolking,12/7/23,FRPZ92346900,"68,705,759","12,259"
Fruto,en dormir sin Madrid,Bizarrap,10/3/23,UYB282301044,"188,131,570","21,455"
Bandana,Bandana,Fireboy DML,7/13/22,USUYG1433884,"118,971,684","31,855"
the perfect pair,Beatopia,beabadoobee,7/15/22,GBK3W2202093,"230,129,740","56,091"
F.N.F. (Let's Go),F.N.F. (Let's Go) - Single,Hitkidd,5/3/22,QZRD92201643,"68,460,285","16,340"
Falling Angel,Falling Angel,HCTM,8/13/22,SGB502232845,"72,997",79
Sofia,Sofia,Clairo,7/26/19,US4HB1900086,"728,920,951","143,829"
Speed Drive (From Barbie The Album),Speed Drive (From Barbie The Album),Charli xcx,6/29/23,USAT22306163,"222,975,612","22,763"
A N X I E T Y (feat. Doechii),Boy Meets World,Sleepy Hallow,9/15/23,USRC12202650,"63,607,535","28,203"
Forever,Euphoria (Original Score from the HBO Series),Labrinth,10/4/19,USQX91902499,"321,892,912","74,664"
SLUT ME OUT 2,SLUT ME OUT 2,NLE Choppa,4/12/24,USWB12401318,"21,488,710","2,617"
He Ya Pyar Sajena,He Ya Pyar Sajena,TOADI,9/30/22,SGB502283597,"3,574",3
Silent Hill,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/22,USUM72208981,"151,507,054","63,279"
The Autotrem 1.0,The Autotrem 1.0 - Single,DJ RICK 013,6/8/23,QM3DF2224166,"45,821,951","10,088"
Revenge,Revenge,XXXTENTACION,5/18/17,USUYG1142409,"1,356,969,354","13,248"
Attention,NewJeans 1st EP 'New Jeans',NewJeans,8/1/22,USA2P2230221,"384,965,888","32,389"
Spring Snow,"Lovely Runner, Pt. 8 (Original Soundtrack)",10CM,5/14/24,KRA492400665,"18,800,716","1,180"
Tshwala Bam (feat. S.N.E) - Remix,Tshwala Bam (feat. S.N.E) [Remix],TitoM,5/12/24,ZA56E2416068,"13,092,462","1,818"
Halls na Lï¿½ï¿½,Halls na Lï¿½ï¿½,Kadu Martins,3/24/23,BRTS22300004,"150,516,046","13,034"
21 Reasons (feat. Ella Henderson),21 Reasons (feat. Ella Henderson),Nathan Dawe,4/29/22,GBAHS2200261,"305,830,522","49,204"
Yeshua (dance cruise),YESHUA (dance cruise) - Single,Dj Bentoa,4/22/23,QZHNB2325204,"4,546,579","2,741"
Zaalim,Zaalim,Badshah,2/24/24,INS182400465,"7,682,285",243
Aa,Aa,Roach Killa,9/28/23,GBMW42301521,"22,552,299","1,850"
Rojo,Rojo,J Balvin,2/27/20,USUM72001732,"606,603,985","69,772"
Wonder,Wonder,Shawn Mendes,10/2/20,USUM72018522,"595,220,757","70,162"
Search Bar,Search Bar,NANI,3/17/23,GBMJG2304014,"6,610",15
Muï¿½ï¿½ekita (with El Alfa & JT from City Gi,Muï¿½ï¿½ekita (with El Alfa & JT from City Gi,Kali Uchis,8/4/23,USUM72311229,"96,105,220","17,341"
Midnight City,"Hurry Up, We're Dreaming",M83,1/1/11,GB55H1100002,"1,081,517,243","260,318"
Better Together,What You See Is What You Get,Luke Combs,11/8/19,US6XF1800183,"356,603,747","49,050"
Sal y Perrea,42,Sech,4/15/21,QM9WM2100010,"266,525,796","49,242"
IDGAF (feat. Chris Brown and Mariah the Scientist),Tee's Coney Island,Tee Grizzley,11/2/23,USAT22311000,"20,520,983",65
drunk text,drunk text,Henry Moodie,1/27/23,GBARL2202513,"238,841,927","21,346"
UNA NOCHE EN MEDELLï¿½ï¿½N - R,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,8/10/23,USUG12305258,"192,439,879","16,960"
Ginza,Ginza,J Balvin,6/23/15,MXUM71501907,"521,328,627","64,734"
Hari Hari Odhani,Hari Hari Odhani,Pawan Singh,11/4/22,INS7A2268218,"35,308,201",954
AM Remix,AM Remix,Nio Garcia,6/24/21,QMBZ92185047,"571,325,612","91,249"
Baby Me Atende,Baby Me Atende,Matheus Fernandes,2/26/21,BRWNV2100001,"258,464,933","26,029"
Hello Koun,Hello Koun,Ritesh Pandey,12/9/19,INT501947392,"4,078,322",178
La Jeepeta,La Jeepeta,Nio Garcia,1/2/20,QMFMF1907946,"80,772,450","17,494"
Jumpman,What A Time To Be Alive,Drake,9/20/15,USCM51500300,"820,380,309","115,960"
Creatures in Heaven,Creatures In Heaven,Glass Animals,4/3/24,GBUM72310164,"18,564,601","3,063"
die,die,lucidbeatz,3/3/23,QZTLA2301933,"28,779,088","5,564"
Late At Night,Late At Night,Roddy Ricch,6/4/21,USAT22102236,"257,661,585","97,161"
Blank Space (Taylor's Version),1989 (Taylor's Version),Taylor Swift,10/26/23,USUG12306673,"177,731,392","12,908"
Dancing in My Room,Dancing in My Room,347aidan,10/26/20,USQX92004785,"335,188,091","86,549"
Wild Ones (feat. Sia),Good Feeling EP,Flo Rida,1/1/11,USAT21104103,"886,640,358","144,242"
Heartless (feat. Morgan Wallen),Heartless (feat. Morgan Wallen),Diplo,8/16/19,USSM11905215,"548,333,714","58,410"
CAKE,KILL MY DOUBT,ITZY,7/31/23,US5TA2300075,"73,213,687","7,423"
I AM WOMAN,I AM WOMAN,Emmy Meli,11/19/21,USAR12100239,"257,984,057","57,742"
THUNDER Y LIGHTNING,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/23,QMFME2364198,"96,595,281","22,799"
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Ivory,Omar Apollo,4/8/22,USWB12200423,"331,332,225","63,568"
Personal,Talk To Ya - EP,HRVY,11/30/17,GBUM71705474,"314,089,265","33,163"
Lionheart (Fearless),Lionheart (Fearless),Joel Corry,10/21/22,GBAHS2201155,"110,545,738","19,914"
Nevermind,Nevermind,Dennis Lloyd,12/5/16,USHM91642610,"968,235,402","159,175"
Needle (feat. Drake),Pink Friday 2,Nicki Minaj,12/8/23,USUM72318690,"70,351,205","16,234"
Dale Don Dale,Dale Don Dale,ElMusto,5/17/24,TRADS2300163,"14,289,955",745
Slow Hands,Slow Hands,Niall Horan,5/4/17,USUG11700631,"946,043,494","75,100"
I Wrote The Book,3 Songs At A Time Sampler,Morgan Wallen,1/31/23,USUG12300808,"140,137,839","23,619"
It's Plenty,"Love, Damini",Burna Boy,7/1/22,USAT22205418,"134,909,945","52,025"
sneaky,american dream,21 Savage,1/12/24,USSM12309176,"54,062,895","14,363"
Magnolia,Playboi Carti,Playboi Carti,4/14/17,USUM71703095,"834,795,353","187,620"
Moletom,MOLETOM - Single,Luan Pereira,6/29/23,BCX5C2300009,"139,669,652","9,634"
Now That We Don't Talk (Taylor's Version) (From The Vault),1989 (Taylor's Version),Taylor Swift,10/26/23,USUG12306689,"269,790,122","15,686"
Hot N Cold,NOW 29,Katy Perry,1/1/08,USCA20802544,"886,077,008","154,757"
Matilda,Harry's House,Harry Styles,5/20/22,USSM12200615,"502,585,349","64,618"
Why'd You Only Call Me When You're High?,Why''d You Only Call Me When You''re High?,Arctic Monkeys,1/1/13,GBCEL1300370,"1,687,828,519","272,010"
Beauty And A Beat,Believe,Justin Bieber,1/1/12,USUM71205367,"827,079,737","123,017"
GIRL LIKE ME,Translation,Black Eyed Peas,6/18/20,USSM12003821,"529,297,852",818
Khalasi | Coke Studio Bharat,Khalasi | Coke Studio Bharat,Aditya Gadhvi,7/5/23,INUM72300746,"45,526,343","6,003"
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý Feat.IIVY B,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý (feat. IIVY B) - Single,bonnadol,7/15/22,THSOH2206117,"9,045,662","2,307"
Chyba ï¿½ï¿½e z T,Chyba ï¿½ï¿½e z T,MODELKI,4/4/24,PLUM72400116,"20,661,452","1,206"
Never Be the Same,Never Be the Same,Camila Cabello,12/17/17,USSM11710323,"862,685,616","66,559"
If I Can't Have You,Shawn Mendes (Deluxe),Shawn Mendes,5/25/18,USUM71907349,"1,015,502,663","82,046"
Chica Ideal,Chica Ideal,Sebastian Yatra,10/16/20,USUM72017740,"494,889,776","54,042"
august,folklore,Taylor Swift,7/24/20,USUG12002842,"1,101,296,591","84,267"
Doomsday,Doomsday,Juice WRLD,6/23/23,USUG12303674,"78,001,581","40,820"
Body Moving,Body Moving,Eliza Rose,11/17/23,GBARL2301617,"40,047,588","9,525"
FANCY,FANCY YOU,TWICE,4/22/19,US5TA1900042,"475,639,302","35,569"
MODERN JAM,UTOPIA,Travis Scott,7/28/23,USSM12305006,"104,724,143","33,500"
I'm an Albatraoz,Full Circle: The Live Anthology,AronChupa,11/20/11,SEYOK1406001,"568,692,309","122,845"
Seya,Les derniï¿½ï¿½res volontï¿½ï¿½s de Mozart (S,SativaMusic,12/2/22,DGA0M2330144,"159,144,858","35,171"
La Familia Dedo de Cuquï¿½,La Familia Dedo de Cuquï¿½ï¿½n - Si,Cleo y Cuquï¿½ï¿½n - Familia Tele,12/10/23,QZZ8B2348977,"3,560",
Maybach (feat. Future),Free Dem Boyz,42 Dugg,5/21/21,USUG12101418,"75,717,094","34,136"
Epidemic,Epidemic,Polo G,9/25/20,USSM12005752,"171,728,710","72,794"
BOUNCY (K-HOT CHILLI PEPPERS),THE WORLD EP.2 : OUTLAW,ATEEZ,6/16/23,KRD442300010,"95,981,326","10,042"
Liquor & Cigarettes (feat. ArrDee),Liquor & Cigarettes (feat. ArrDee),Chase & Status,9/15/23,GBUM72307879,"44,316,864","24,103"
pa,pa - Single,TINI,4/1/24,USHR12347039,"29,604,808","1,636"
My Type,ICY,Saweetie,3/29/19,USWB11900833,"390,907,316","59,994"
UNA BALA,UNA BALA,Milo j,11/29/23,UYB282384014,"94,097,213","9,345"
Ya Pedo Quiï¿½ï¿½n ,Ya Pedo Quiï¿½ï¿½n Sabe - Si,Grupo Frontera,3/7/24,FR96X2441011,"45,905,973","2,184"
"She Don't Know (From ""Blessed"")","She Don't Know (From ""Blessed"")",Millind Gaba,1/9/19,INS181900027,"32,433,183","3,830"
Take My Name,Songs from 'For You',Parmalee,7/9/21,QMRSZ2101303,"120,964,748","18,114"
Danza Kuduro - Cover,YOU&TUBE Over 100 million views,LOVE BGM JPN,6/13/23,TCJPV2350416,"1,648,192,461",
"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Rauw Alejandro: Bzrp Music Sessions, Vol. 56 - Single",Bizarrap,6/21/23,UYB282301037,"170,834,610","35,849"
Good Feeling,Good Feeling EP,Flo Rida,1/1/11,USAT21101961,"662,305,046","156,823"
Amor Na Praia,Amor Na Praia,NATTAN,3/7/24,BKFGT2400043,"45,545,495","1,965"
Cool Kids,Summer Sampler,Echosmith,6/11/13,USWB11301764,"570,026,061","96,205"
Too Rolling Stoned - 2024 Remaster,Bridge of Sighs (50th Anniversary Edition),Robin Trower,6/7/24,UKKP22400242,"8,820,808",2
GATTI,JACKBOYS,JACKBOYS,12/27/19,USSM11915307,"415,532,384","143,461"
El Envidioso,El Envidioso,Los Dos Carnales,4/10/20,FRX452016963,"250,593,875","25,906"
Smells Like Teen Spirit,"Pat O'Brien Pavilion, Del Mar, Ca. December 28, 1991 (Remastered) [Live West Wood One FM Radio Broadcasting]",Nirvana,9/16/15,ITL771547756,"87,429",11
AUTOMï¿½ï¿½,AUTOMï¿½ï¿½,Maria Becerra,9/8/22,USAT22213513,"204,236,514","25,243"
Sability,Sability / Rush / Bloody Samaritan (with Kelly Rowland),Ayra Starr,2/9/23,NGA3B2316001,"44,122,161","13,796"
Naach Meri Rani,"Naach Meri Rani(Feat. Guru Randhawa,Nora Fatehi)",Guru Randhawa,10/20/20,INS182006593,"77,941,531","7,966"
Praise The Lord (Da Shine) (feat. Skepta) - Durdenhauer Edit,Praise The Lord (Da Shine) (feat. Skepta) [Durdenhauer Edit],Durdenhauer,11/18/22,USRC12204018,"99,316,941","58,228"
Antidote,Antidote,Travis Scott,7/28/15,USSM11505661,"693,552,475","148,244"
ýýýýýýýýý,ýýýýýýýýý,tuki.,9/29/23,JPW462364925,"69,340,146","4,747"
World Cup,World Cup,IShowSpeed,11/4/22,USWB12207021,"75,577,819","19,796"
Summer Too Hot,Summer Too Hot,Chris Brown,6/23/23,USRC12301497,"41,255,598","13,071"
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý Feat. TNDTLE,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý Feat. TNDTLE,NOAH,3/15/23,THSOH2301669,"2,490,145",953
Aria,Aria - Single,Argy,9/22/23,DEEC31810498,"40,556,347","22,280"
Lua,Lua (Boiadeira Internacional EP.4),Ana Castela,2/16/24,BKA7Y2400021,"69,417,527","3,193"
Tu Falta De Querer,Mon Laferte (Vol. 1),Mon Laferte,8/21/15,MXUM71502002,"522,954,525","53,226"
Christmas Love,Christmas Love - Single,Jimin,12/24/20,QMFMF2040663,"32,018,123","2,140"
Never Lose Me (feat. Lil Yachty),Never Lose Me (feat. Lil Yachty),Flo Milli,12/1/23,USRC12303382,"45,943,524","11,657"
Be Like That - feat. Swae Lee & Khalid,Be Like That (feat. Swae Lee & Khalid),Kane Brown,7/10/20,USRN11900133,"409,441,742","53,950"
all-american bitch,GUTS,Olivia Rodrigo,9/8/23,USUG12304093,"231,346,336","18,615"
"Soweto (with Don Toliver, Rema & Tempoe)",Soweto,Victony,3/21/23,QZWA32200112,"127,806,442","39,971"
Drankin N Smokin,Pluto x Baby Pluto,Future,11/13/20,USAT22007323,"300,694,036","111,117"
Count Me Out,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/22,USUM72208980,"201,021,118","64,247"
"MHD: Bzrp Music Sessions, Vol. 44","MHD: Bzrp Music Sessions, Vol. 44",Bizarrap,9/15/21,UYB282101020,"27,327,435","12,600"
Exclusive.mp3,.mp3,Emilia,11/3/23,USSD12300585,"107,659,341","8,465"
Pointless,Pointless,Lewis Capaldi,12/2/22,DEUM72203211,"146,341,441","27,011"
Say My Name (feat. Bebe Rexha & J Balvin) - Corey James Remix,Say My Name (Remixes),Bebe Rexha,11/30/18,GB28K1800284,"2,447,043",627
Old Love,Old Love - Single,yuji,8/19/22,SE6XW2261728,"262,082,601","29,563"
Rover (feat. DTG),Rover (feat. DTG),S1mba,11/15/19,GBCUW1900128,"384,524,938","109,325"
Me Enterï¿,Me Enterï¿,Tiago PZK,5/18/23,USWL12300718,"144,493,101","18,536"
La Tï¿½ï¿½,La Tï¿½ï¿½,Farruko,7/24/20,USSD12000175,"476,699,016","59,108"
fast,Fast,Sueco,5/10/19,USAT21903003,"184,246,401","42,246"
"Saari Duniya Jalaa Denge (From ""Animal"")",ANIMAL,Jaani,11/24/23,INS182303379,"107,595,657","5,279"
Truth Hurts,Good As Hell,Lizzo,3/9/16,USAT21703896,"990,118,320","103,455"
Calor,Calor - Single,Nicky Jam,8/31/23,USSD12300382,"53,809,529","11,521"
Ya No Estoy Dolido,Ya No Estoy Dolido,Adrian L Santos,1/8/24,QZ9QQ2400016,"84,049,041","3,331"
Aguacero,Un Verano Sin Ti,Bad Bunny,5/6/22,QM6MZ2214886,"342,075,557","42,659"
Quiere Beber,Real Hasta la Muerte,Anuel AA,7/17/18,QM6MZ1820540,"432,365,949","52,014"
My Ordinary Life,My Ordinary Life,The Living Tombstone,11/23/17,QZANL1777908,"516,198,914","110,117"
Won't Forget You - Edit,Won't Forget You,Shouse,2/4/22,USA2P2201279,"142,809,304","56,014"
Enough,Enough,charlieonnafriday,8/5/22,USUG12205553,"127,772,228","46,233"
Get Involved (feat. Q-Tip) [Mixed],Joe Kay: welcome to the aprtment (DJ Mix),Raphael Saadiq,6/7/24,US23A8387456,,
Elastic Heart,Full Circle: The Live Anthology,Sia,11/20/11,USRC11400976,"924,784,325","92,551"
Freaky Deaky,Freaky Deaky - Single,Tyga,2/25/22,USUYG1414608,"175,043,767","35,769"
IMAN (Two Of Us),IMAN (Two Of Us),Maria Becerra,5/16/24,USWL12401428,"13,528,794",949
Straight and Narrow,Straight and Narrow,Sam Barber,4/12/23,USAT22304032,"174,154,846","31,199"
Bhai Tera Gunda,Bhai Tera Gunda - Single,Aman Jaji,2/17/23,FR59R2351699,"19,938,326","1,442"
Chasing That Feeling,The Name Chapter: FREEFALL,TOMORROW X TOGETHER,10/13/23,USA2P2342340,"76,642,740","6,264"
SUBMARINER,SUBMARINER - Single,AKDO,3/29/24,FRX202467703,"49,161,062","3,056"
Coï¿½ï¿½o (feat. Jhorrmountain x A,Coï¿½,Puri,1/1/17,NLZ541800787,"22,218,209","7,241"
To. X,To. X - The 5th Mini Album,TAEYEON,11/27/23,KRA302300481,"43,428,134","4,684"
ýýýýýýýýýýýýýý,ýýýýýýýýýýýýýý - Single,Wallem,3/12/24,RUAGV2401381,"3,636,983",776
2 Phones,2 Phones,Kevin Gates,11/6/15,USAT21503158,"384,977,271","71,685"
Love Lost,"I Love Life, Thank You",Mac Miller,7/22/22,USA2P2212493,"240,912,994","69,587"
Melhor Sï¿,Melhor Sï¿,KayBlack,3/30/23,BRWMB2300643,"178,044,172","26,553"
It's Getting Hot,Cottonwood 2: Deluxe 2.0,NLE Choppa,4/14/23,USWB12303948,"88,138,772","28,324"
On Chill (feat. Jeremih),On Chill (feat. Jeremih),Wale,7/12/19,USWB11901623,"153,042,459","29,703"
Tourniquet,Zach Bryan,Zach Bryan,8/25/23,USWB12304904,"159,880,836","20,120"
Strike (Holster),Strike (Holster),Lil Yachty,4/7/23,USUG12300025,"86,574,948","38,354"
Bad Boy (with Young Thug),Bad Boy (with Young Thug),Juice WRLD,1/15/21,USUG12002097,"235,609,054","72,440"
Collide (feat. Tyga),Collide (feat. Tyga) - Single,Justine Skye,8/25/14,USAT21403439,"394,458,820","62,418"
Magic Johnson,Valedictorian [Deluxe],ian,5/31/24,USQX92402650,"3,884,887",789
Love seeker,Love seeker,JO1,5/11/24,JPN002400121,"5,148,212",132
Wine Into Whiskey,Wine Into Whiskey,Tucker Wetmore,2/23/24,QM24S2400488,"41,953,270","5,213"
Masterplan,Masterplan,BE:FIRST,4/24/24,JPB602401000,"13,407,929",208
Rungkad,Rungkad,Happy Asmara,10/20/22,SGB502268229,"43,407,503","1,590"
La Difï¿½ï¿,YHLQMDLG,Bad Bunny,2/29/20,QM4TX2030889,"718,032,755","88,205"
TE MUDASTE,EL ï¿½ï¿½LTIMO TOUR DEL M,Bad Bunny,11/27/20,QMFME2066837,"717,202,437","80,289"
Right On,Right On,Lil Baby,4/8/22,USUG12200031,"121,466,936","55,063"
Miss You - Remix,Miss You (Remix),Oliver Tree,11/11/22,USAT22220799,"19,182,347","11,089"
Blame,So Fresh ï¿½ï¿½ï¿½ The Hits Of Summer 2015 + Best O,Calvin Harris,1/1/14,GBARL1400567,"934,248,345","132,560"
Low (feat. T-Pain),Low,Flo Rida,11/6/07,USAT20705841,"1,057,114,779","244,989"
ýýýý(ýý)ýý,What We Talk About: Nï¿½,Nï¿½,12/13/22,CHF432200041,"2,375",4
La Mamï¿½ï¿½ de la M,La Mamï¿½ï¿½ de la Mamï¿½ï¿½ (feat. Chael Produciendo) ,El Alfa,4/8/21,USCGJ2190595,"235,729,934","64,455"
Me Too,Me Too,Meghan Trainor,5/5/16,USSM11601177,"486,842,946","65,826"
Bï¿½ï¿½ï¿½t Tï¿½ï¿½nh,Turn On Love - Single,Tï¿½ï¿½ng Duy ,2/14/23,QZWBE2305157,"15,832,405","2,361"
DONDE SE APRENDE A QUERER?,ESTRELLA,Mora,8/28/23,QMDA62341721,"170,061,927","25,409"
Don't Go Insane,Don't Go Insane,DPR IAN,10/4/23,QMBZ92331724,"76,033,359","12,861"
What He'll Never Have,Livin' My Best Life (Still),Dylan Scott,3/29/24,USCRB2400015,"33,733,960","3,360"
Purple Stain,Behind The Wallpaper,Alex Temple,3/3/23,US7MN1901432,"8,104",15
Jimmy Cook's (feat. 21 Savage),"Honestly, Nevermind",Drake,6/17/22,USUG12204898,"971,473,231","8,682"
Venom,Paralyzing Chains,Sintage,4/21/23,DEQN42200113,"15,579",55
Thotiana,Famous Cryp,Blueface,6/20/18,QZDA51839408,"374,553,396","66,679"
Hasbi Rabbi,Hasbi Rabbi,Huda Sisters,11/14/19,GBUQQ1927301,"693,675",146
Nobody - from Kaiju No. 8,Nobody (from Kaiju No. 8),OneRepublic,4/12/24,USUM72403147,"34,203,987","2,978"
Asking,Asking (feat. Clementine Douglas),Sonny Fodera,7/7/23,US39N2307761,"86,564,714","20,203"
SAY for thank YOU,SAY for thank YOU,Uni kukka,2/22/23,JPK632301501,"2,814",3
The Bigger Picture,My Turn (Deluxe),Lil Baby,2/28/20,USUG12001660,"254,130,819","82,768"
Cash In Cash Out,Cash In Cash Out,Pharrell Williams,6/10/22,USSM12202926,"172,589,732","67,514"
Off The Grid,Donda,Kanye West,8/29/21,USUM72116304,"266,927,787","105,664"
EL TONTO,EL DRAGï¿½,Lola Indigo,4/13/23,ESUM72200152,"153,105,498","29,888"
Sex on Fire,Balance Le Son,Kings of Leon,1/1/08,USRC10800300,"1,427,050,913","265,075"
Friend of a Friend,Friend of a Friend (ft. M1KE),Mï¿½ï¿½lod,3/28/23,GX4LG2101513,,5
Bangarang (feat. Sirah),Bangarang EP,Skrillex,12/23/11,USAT21104243,"474,420,154","97,650"
A Cold Sunday,A Cold Sunday,Lil Yachty,2/2/24,USUG12400010,"56,789,868","12,822"
Raindrops (Insane) [with Travis Scott],HEROES & VILLAINS,Metro Boomin,12/2/22,USUG12208785,"197,477,305","62,497"
Weekend,Weekend,Ashley Mehta,9/16/22,SGB502250429,"546,633",253
Touching The Sky,Touching The Sky,Rauw Alejandro,5/23/24,USQX92401920,"10,100,645","1,174"
Giant (with Rag'n'Bone Man),Giant (with Rag'n'Bone Man),Calvin Harris,1/11/19,GBARL1801703,"670,319,557","100,046"
Tap In,Tap In,Saweetie,6/17/20,USWB12001096,"243,703,179","39,210"
Vacation,Vacation,Dirty Heads,8/11/17,USDPK1700118,"253,490,559","78,414"
Gitana (feat. Bryartz),Los Gangsters Tambien Lloran,Pablo Chill-E,3/29/24,USLD91757183,"47,329,404","3,965"
Una Vez,YHLQMDLG,Bad Bunny,2/29/20,QM4TX2030960,"563,826,995","75,780"
Slumber Party (feat. Princess Nokia),DEMIDEVIL,Ashnikko,6/10/21,GBAYE2000706,"345,069,681","77,169"
PARTIDO EN DOS,PARTIDO EN DOS,La ï¿½ï¿½nica Trop,2/24/24,ES71G2405104,"10,459,553",360
Piya Chhod Dihin Na,Piya Chhod Dihin Na,Pawan Singh,4/11/24,INS182401138,"1,540,667",28
CASE 143,MAXIDENT,Stray Kids,10/7/22,US5TA2200101,"195,260,412","19,052"
Give It To Me - Full Vocal Mix,Give It to Me (Full Vocal Mix) - Single,Matt Sassari,10/22/21,GBHAD2102631,"476,476,352","98,305"
Slow Dancing,Layover - EP,V,9/8/23,USA2P2339031,"371,463,000","9,688"
F**kin' Problems,F**kin' Problems,A$AP Rocky,10/24/12,USRC11201220,"803,286,487","157,238"
Are You Entertained (feat. Ed Sheeran),Are You Entertained (feat. Ed Sheeran),Russ,7/22/22,QZQAY2214416,"65,786,757","28,190"
Vamos Para Arriba,Vamos Para Arriba,Junior H,6/3/22,USWL12200487,"223,422,665","24,041"
Best Day Of My Life,American Authors - EP,American Authors,1/1/13,USUM71302187,"999,525,686","147,511"
One Man Band,Old Dominion,Old Dominion,1/18/19,USRN11800147,"439,281,048","44,726"
"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)","Garmi (From ""Street Dancer 3D"")",Badshah,12/26/19,INS181905948,"129,283,318","9,852"
Vai Novinha Ah Ah Ah,Ritmo dos Crias,Dyamante DJ,5/25/23,BCWV12300010,"110,960,415","19,488"
Saiyan,Saiyan,Heuss L'enfoirï¿,6/2/23,FR1DC2300200,"107,498,014","21,969"
Heart Attack,Demi,Demi Lovato,1/1/13,USHR11334249,"826,593,536","101,501"
Parï¿½,Parï¿½,Ingratax,7/9/21,MXB952100097,"526,025,120","46,184"
Beer Never Broke My Heart,Beer Never Broke My Heart,Luke Combs,5/8/19,US6XF1700264,"553,360,461","75,237"
WUSYANAME,CALL ME IF YOU GET LOST,"Tyler, The Creator",6/25/21,USQX92102132,"331,749,982","109,121"
Bodak Black,Young Sunny Boy 2,Young Sunny Boy,1/6/23,QZSYP2279666,"2,974",2
Heartbroken (feat. Jessie Murph & Polo G),Heartbroken (feat. Jessie Murph & Polo G),Diplo,7/21/23,USSM12305095,"90,619,651","18,945"
Snow On The Beach (feat. Lana Del Rey),Midnights,Taylor Swift,10/21/22,USUG12205737,"429,910,250","32,432"
Dura,Dura,Daddy Yankee,1/18/18,US2BU1700200,"659,555,409","71,359"
Lo Que Tiene,Lo Que Tiene,Morad,3/8/24,QM4TX2442925,"52,602,574","6,219"
What If I Told You That I Love You,What If I Told You That I Love You,Ali Gatie,1/24/20,USWB12000024,"397,893,665","79,817"
Bent,Bent,41,8/4/23,USUG12306666,"104,897,425","27,545"
Linda Guajira,"Essential Classics, Vol. 143: Mongo Santamaria",Mongo Santamaria,6/6/24,ES31E2305760,"10,747,498",1
All Out Of Fight,TRUSTFALL (Tour Deluxe Edition),P!nk,11/30/23,USRC12302242,"31,809,079","3,576"
2 Balas,2 Balas,Roylimar y Royerlin,3/8/24,QZHN32468120,"853,397",26
Stop Giving Me Advice (with Jack Harlow & Dave),Stop Giving Me Advice,Lyrical Lemonade,12/8/23,USUG12303143,"33,319,902","18,834"
